CreatedOn	po_number	Status	SourcePrimaryKey	Created	CreatedBy	Source
2024-05-13 21:26:09	ZE136563	processed	N2000967157	Manual	NULL	Dentira
2024-05-13 21:15:11	ZE334688	processed	N2000967148	Automatic		Dentira
2024-05-13 20:58:11	ZE222317	processed	N2000967118	Manual	NULL	Dentira
2024-05-13 20:40:01	ZE334658	processed	N2000967085	Automatic		Dentira
2024-05-13 20:35:23	ZE334651	processed	N2000967067	Automatic		Dentira
2024-05-13 20:02:24	ZE334569	processed	N2000966968	Automatic		Dentira
2024-05-13 19:50:41	ZE334597	processed	N2000966947	Automatic		Dentira
2024-05-13 19:48:22	ZE177937	processed	N2000966941	Manual	NULL	Dentira
2024-05-13 19:42:08	ZE183919	processed	N2000966926	Manual	NULL	Dentira
2024-05-13 19:05:49	ZE334554	processed	N2000966857	Automatic		Dentira
2024-05-13 19:04:19	ZE334552	processed	N2000966851	Automatic		Dentira
2024-05-13 18:37:03	ZE334531	processed	N2000966806	Automatic		Dentira
2024-05-13 18:26:23	ZE131616	processed	N2000966785	Manual	NULL	Dentira
2024-05-13 18:23:11	ZE131710	processed	N2000966779	Manual	NULL	Dentira
2024-05-13 18:19:01	ZE178290	processed	N2000966764	Manual	NULL	Dentira
2024-05-13 18:07:26	ZE222575	processed	N2000966728	Manual	NULL	Dentira
2024-05-13 18:04:31	ZE334498	processed	N2000966719	Automatic		Dentira
2024-05-13 17:54:44	ZE178427	processed	N2000966701	Manual	NULL	Dentira
2024-05-13 17:49:34	ZE182845	processed	N2000966689	Manual	NULL	Dentira
2024-05-13 17:42:58	ZE334363	processed	N2000966680	Automatic		Dentira
2024-05-13 17:32:04	ZE181779	processed	N2000966650	Manual	NULL	Dentira
2024-05-13 17:28:01	ZE334446	processed	N2000966632	Automatic		Dentira
2024-05-13 17:04:02	ZE334450	processed	N2000966581	Automatic		Dentira
2024-05-13 16:25:45	ZE334425	processed	N2000966509	Automatic		Dentira
2024-05-13 16:17:17	ZE334421	processed	N2000966485	Automatic		Dentira
2024-05-13 16:14:35	ZE334420	processed	N2000966476	Automatic		Dentira
2024-05-13 16:12:50	ZE334417	processed	N2000966470	Automatic		Dentira
2024-05-13 15:38:49	ZE334391	processed	N2000966410	Automatic		Dentira
2024-05-13 14:42:28	ZE183234	processed	N2000966323	Manual	NULL	Dentira
2024-05-13 14:39:19	ZE334341	processed	N2000966317	Automatic		Dentira
2024-05-13 14:39:15	ZE183256	processed	N2000966314	Manual	NULL	Dentira
2024-05-13 14:31:11	ZE334332	processed	N2000966296	Automatic		Dentira
2024-05-13 14:28:15	ZE183047	processed	N2000966293	Manual	NULL	Dentira
2024-05-13 14:14:32	ZE334293	processed	N2000966269	Automatic		Dentira
2024-05-13 14:02:46	ZE136517	processed	N2000966239	Manual	NULL	Dentira
2024-05-13 13:59:23	ZE334300	processed	N2000966236	Automatic		Dentira
2024-05-13 13:55:35	ZE334290	processed	N2000966224	Automatic		Dentira
2024-05-13 13:42:31	ZE334268	processed	N2000966197	Automatic		Dentira
2024-05-13 13:41:50	ZE334264	processed	N2000966194	Automatic		Dentira
2024-05-13 12:51:42	ZE334204	processed	N2000966128	Automatic		Dentira
2024-05-13 12:24:42	ZE334083	processed	N2000966101	Automatic		Dentira
2024-05-13 12:18:32	ZE334176	processed	N2000966092	Automatic		Dentira
2024-05-13 12:18:23	ZE334172	processed	N2000966089	Automatic		Dentira
2024-05-13 12:17:14	ZE333898	processed	N2000966086	Automatic		Dentira
2024-05-13 12:03:36	ZE334163	processed	N2000966074	Automatic		Dentira
2024-05-13 11:57:50	ZE333916	processed	N2000966071	Automatic		Dentira
2024-05-10 23:29:18	ZE334117	processed	N2000965987	Automatic		Dentira
2024-05-10 22:27:47	ZE334097	processed	N2000965975	Automatic		Dentira
2024-05-10 22:08:49	ZE334092	processed	N2000965960	Automatic		Dentira
2024-05-10 21:51:54	ZE334056	processed	N2000965951	Automatic		Dentira
2024-05-10 21:41:50	ZE334077	processed	N2000965942	Automatic		Dentira
2024-05-10 21:11:34	ZE334060	processed	N2000965927	Automatic		Dentira
2024-05-10 21:04:40	ZE334052	processed	N2000965924	Automatic		Dentira
2024-05-10 21:00:15	ZE334029	processed	N2000965921	Manual	NULL	Dentira
2024-05-10 20:31:24	ZE334030	processed	N2000965906	Automatic		Dentira
2024-05-10 20:23:25	ZE334028	processed	N2000965903	Automatic		Dentira
2024-05-10 20:05:15	ZE333918	processed	N2000965870	Automatic		Dentira
2024-05-10 19:53:21	ZE333997	processed	N2000965861	Automatic		Dentira
2024-05-10 19:21:10	ZE333975	processed	N2000965834	Automatic		Dentira
2024-05-10 19:09:53	ZE333961	processed	N2000965828	Automatic		Dentira
2024-05-10 18:47:56	ZE107385	processed	N2000965816	Manual	NULL	Dentira
2024-05-10 18:39:33	ZE333738	processed	N2000965804	Automatic		Dentira
2024-05-10 18:31:49	ZE333913	processed	N2000965795	Automatic		Dentira
2024-05-10 18:23:20	ZE333902	processed	N2000965786	Automatic		Dentira
2024-05-10 17:26:26	ZE131476	processed	N2000965675	Manual	NULL	Dentira
2024-05-10 17:25:04	ZE101575	processed	N2000965672	Manual	NULL	Dentira
2024-05-10 17:18:55	ZE183525	processed	N2000965660	Manual	NULL	Dentira
2024-05-10 17:11:53	ZE333848	processed	N2000965651	Automatic		Dentira
2024-05-10 16:53:28	ZE333826	processed	N2000965633	Automatic		Dentira
2024-05-10 16:37:28	ZE333803	processed	N2000965618	Automatic		Dentira
2024-05-10 16:34:32	ZE183526	processed	N2000965606	Manual	NULL	Dentira
2024-05-10 16:04:00	ZE333789	processed	N2000965534	Automatic		Dentira
2024-05-10 15:56:14	ZE333779	processed	N2000965519	Automatic		Dentira
2024-05-10 14:50:02	ZE333720	processed	N2000965453	Automatic		Dentira
2024-05-10 14:45:48	ZE222315	processed	N2000965441	Manual	NULL	Dentira
2024-05-10 14:25:59	ZE333570	processed	N2000965426	Automatic		Dentira
2024-05-10 14:25:12	ZE333675	processed	N2000965423	Automatic		Dentira
2024-05-10 14:24:18	ZE333712	processed	N2000965417	Automatic		Dentira
2024-05-10 14:16:24	ZE333662	processed	N2000965405	Automatic		Dentira
2024-05-10 14:16:17	ZE333496	processed	N2000965402	Automatic		Dentira
2024-05-10 13:57:07	ZE333689	processed	N2000965378	Automatic		Dentira
2024-05-10 13:53:31	ZE333681	processed	N2000965375	Automatic		Dentira
2024-05-10 13:30:41	ZE333672	processed	N2000965354	Automatic		Dentira
2024-05-10 12:41:47	ZE333650	processed	N2000965303	Automatic		Dentira
2024-05-10 12:21:18	ZE333545	processed	N2000965288	Automatic		Dentira
2024-05-10 00:01:11	ZE333625	processed	N2000965264	Automatic		Dentira
2024-05-09 23:08:32	ZE333615	processed	N2000965246	Automatic		Dentira
2024-05-09 22:42:17	ZE333602	processed	N2000965231	Automatic		Dentira
2024-05-09 22:17:28	ZE333581	processed	N2000965192	Automatic		Dentira
2024-05-09 22:04:48	ZE333558	processed	N2000965174	Automatic		Dentira
2024-05-09 21:25:12	ZE181283	processed	N2000965093	Manual	NULL	Dentira
2024-05-09 21:20:03	ZE107398	processed	N2000965087	Manual	NULL	Dentira
2024-05-09 21:12:40	ZE333502	processed	N2000965075	Automatic		Dentira
2024-05-09 20:59:53	ZE333493	processed	N2000965045	Automatic		Dentira
2024-05-09 20:35:31	ZE333473	processed	N2000964997	Automatic		Dentira
2024-05-09 20:24:12	ZE333460	processed	N2000964970	Automatic		Dentira
2024-05-09 20:21:47	ZE333457	processed	N2000964961	Automatic		Dentira
2024-05-09 20:00:48	ZE333448	processed	N2000964889	Automatic		Dentira
2024-05-09 19:55:20	ZE333404	processed	N2000964874	Automatic		Dentira
2024-05-09 19:50:45	ZE333433	processed	N2000964865	Automatic		Dentira
2024-05-09 19:49:47	ZE333429	processed	N2000964862	Automatic		Dentira
2024-05-09 19:26:33	ZE100142	need_attention	NULL			Dentira
2024-05-09 19:26:15	ZE333413	processed	N2000964820	Automatic		Dentira
2024-05-09 19:03:23	ZE333397	processed	N2000964787	Automatic		Dentira
2024-05-09 18:02:44	ZE111855	processed	N2000964670	Manual	NULL	Dentira
2024-05-09 17:11:12	ZE333341	processed	N2000964568	Automatic		Dentira
2024-05-09 17:06:02	ZE333337	processed	N2000964559	Automatic		Dentira
2024-05-09 16:59:02	ZE178894	processed	N2000964538	Manual	NULL	Dentira
2024-05-09 16:16:19	ZE333312	processed	N2000964475	Automatic		Dentira
2024-05-09 16:09:03	ZE333258	processed	N2000964460	Automatic		Dentira
2024-05-09 15:31:50	ZE333275	processed	N2000964370	Automatic		Dentira
2024-05-09 15:24:13	ZE333274	processed	N2000964340	Automatic		Dentira
2024-05-09 15:21:42	ZE333272	processed	N2000964334	Automatic		Dentira
2024-05-09 14:57:54	ZE178896	processed	N2000964286	Manual	NULL	Dentira
2024-05-09 14:54:04	ZE177691	processed	N2000964280	Manual	NULL	Dentira
2024-05-09 14:50:27	ZE181415	processed	N2000964274	Manual	NULL	Dentira
2024-05-09 14:50:01	ZE179228	processed	N2000964271	Manual	NULL	Dentira
2024-05-09 14:45:59	ZE183253	processed	N2000964259	Manual	NULL	Dentira
2024-05-09 14:43:35	ZE333234	processed	N2000964253	Automatic		Dentira
2024-05-09 14:42:35	ZE221935	processed	N2000964250	Manual	NULL	Dentira
2024-05-09 14:41:19	ZE333228	processed	N2000964247	Automatic		Dentira
2024-05-09 14:40:33	ZE333224	processed	N2000964241	Automatic		Dentira
2024-05-09 14:38:48	ZE333058	processed	N2000964226	Manual	NULL	Dentira
2024-05-09 14:30:21	ZE333219	processed	N2000964217	Automatic		Dentira
2024-05-09 14:22:45	ZE333217	processed	N2000964208	Automatic		Dentira
2024-05-09 13:56:15	ZE182578	processed	N2000964166	Manual	NULL	Dentira
2024-05-09 13:44:20	ZE333121	processed	N2000964151	Automatic		Dentira
2024-05-09 13:26:20	ZE333195	processed	N2000964127	Automatic		Dentira
2024-05-09 13:25:39	ZE333194	processed	N2000964124	Automatic		Dentira
2024-05-09 13:07:10	ZE333189	processed	N2000964109	Automatic		Dentira
2024-05-09 12:55:32	ZE333166	processed	N2000964103	Automatic		Dentira
2024-05-09 12:31:54	ZE333151	processed	N2000964082	Automatic		Dentira
2024-05-09 12:31:22	ZE332994	processed	N2000964079	Automatic		Dentira
2024-05-09 06:48:22	ZE333115	processed	N2000964049	Automatic		Dentira
2024-05-08 23:34:22	ZE333093	processed	N2000964025	Automatic		Dentira
2024-05-08 23:25:55	ZE333091	processed	N2000964019	Automatic		Dentira
2024-05-08 22:00:36	ZE333071	processed	N2000963947	Automatic		Dentira
2024-05-08 21:56:01	ZE183140	processed	N2000963932	Manual	NULL	Dentira
2024-05-08 21:52:53	ZE183125	processed	N2000963926	Manual	NULL	Dentira
2024-05-08 21:43:26	ZE333063	processed	N2000963911	Automatic		Dentira
2024-05-08 21:39:23	ZE333056	processed	N2000963902	Automatic		Dentira
2024-05-08 20:37:26	ZE332389	processed	N2000963788	Automatic		Dentira
2024-05-08 20:31:51	ZE333032	processed	N2000963773	Automatic		Dentira
2024-05-08 20:11:47	ZE333006	processed	N2000963725	Automatic		Dentira
2024-05-08 20:00:27	ZE332980	processed	N2000963704	Automatic		Dentira
2024-05-08 19:58:31	ZE332976	processed	N2000963701	Automatic		Dentira
2024-05-08 19:49:41	ZE183013	processed	N2000963662	Manual	NULL	Dentira
2024-05-08 19:39:03	ZE101081	processed	N2000963656	Manual	NULL	Dentira
2024-05-08 19:36:24	ZE332961	processed	N2000963647	Automatic		Dentira
2024-05-08 19:31:04	ZE332951	processed	N2000963644	Automatic		Dentira
2024-05-08 19:07:10	ZE332923	processed	N2000963593	Automatic		Dentira
2024-05-08 18:52:46	ZE332921	processed	N2000963563	Automatic		Dentira
2024-05-08 18:45:20	ZE332703	processed	N2000963551	Automatic		Dentira
2024-05-08 18:41:17	ZE332190	processed	N2000963545	Automatic		Dentira
2024-05-08 18:40:26	ZE331710	processed	N2000963539	Automatic		Dentira
2024-05-08 18:39:56	ZE332913	processed	N2000963533	Automatic		Dentira
2024-05-08 18:24:10	ZE332904	processed	N2000963503	Automatic		Dentira
2024-05-08 18:16:10	ZE332894	processed	N2000963485	Automatic		Dentira
2024-05-08 18:05:16	ZE332889	processed	N2000963437	Automatic		Dentira
2024-05-08 18:04:36	ZE332888	processed	N2000963431	Automatic		Dentira
2024-05-08 17:57:01	ZE221675	processed	N2000963422	Manual	NULL	Dentira
2024-05-08 17:48:31	ZE177547	processed	N2000963404	Manual	NULL	Dentira
2024-05-08 17:47:51	ZE131248	processed	N2000963401	Manual	NULL	Dentira
2024-05-08 17:45:10	ZE109112	processed	N2000963392	Manual	NULL	Dentira
2024-05-08 17:38:48	ZE332868	processed	N2000963368	Automatic		Dentira
2024-05-08 16:59:40	ZE332841	processed	N2000963299	Automatic		Dentira
2024-05-08 16:58:24	ZE332840	processed	N2000963296	Automatic		Dentira
2024-05-08 16:55:54	ZE332816	processed	N2000963290	Automatic		Dentira
2024-05-08 16:41:28	ZE332829	processed	N2000963260	Automatic		Dentira
2024-05-08 16:15:07	ZE332813	processed	N2000963206	Automatic		Dentira
2024-05-08 16:10:48	ZE332812	processed	N2000963179	Automatic		Dentira
2024-05-08 16:01:37	ZE177991	processed	N2000963131	Manual	NULL	Dentira
2024-05-08 15:58:49	ZE182390	processed	N2000963125	Manual	NULL	Dentira
2024-05-08 15:55:14	ZE180736	processed	N2000963119	Manual	NULL	Dentira
2024-05-08 15:52:46	ZE332797	processed	N2000963113	Automatic		Dentira
2024-05-08 15:51:35	ZE182726	processed	N2000963107	Manual	NULL	Dentira
2024-05-08 15:50:24	ZE178453	processed	N2000963101	Manual	NULL	Dentira
2024-05-08 15:46:50	ZE179602	processed	N2000963098	Manual	NULL	Dentira
2024-05-08 15:46:39	ZE178459	processed	N2000963095	Manual	NULL	Dentira
2024-05-08 15:43:48	ZE178469	processed	N2000963092	Manual	NULL	Dentira
2024-05-08 15:41:00	ZE178464	processed	N2000963083	Manual	NULL	Dentira
2024-05-08 15:39:28	ZE332789	processed	N2000963077	Automatic		Dentira
2024-05-08 15:39:11	ZE178471	processed	N2000963071	Manual	NULL	Dentira
2024-05-08 15:35:50	ZE181059	processed	N2000963062	Manual	NULL	Dentira
2024-05-08 15:33:55	ZE178250	processed	N2000963053	Manual	NULL	Dentira
2024-05-08 15:30:51	ZE182867	processed	N2000963050	Manual	NULL	Dentira
2024-05-08 15:28:27	ZE182583	processed	N2000963044	Manual	NULL	Dentira
2024-05-08 14:49:42	ZE332756	processed	N2000962963	Automatic		Dentira
2024-05-08 14:49:42	ZE332724	processed	N2000962966	Automatic		Dentira
2024-05-08 14:18:18	ZE332745	processed	N2000962882	Automatic		Dentira
2024-05-08 13:23:15	ZE332619	processed	N2000962777	Automatic		Dentira
2024-05-08 13:07:30	ZE332498	processed	N2000962759	Automatic		Dentira
2024-05-08 12:04:37	ZE332645	processed	N2000962684	Automatic		Dentira
2024-05-07 21:42:30	ZE332569	processed	N2000962546	Manual	NULL	Dentira
2024-05-07 20:51:31	ZE332546	processed	N2000962447	Automatic		Dentira
2024-05-07 20:44:56	ZE131235	processed	N2000962429	Manual	NULL	Dentira
2024-05-07 20:35:40	ZE332532	processed	N2000962411	Automatic		Dentira
2024-05-07 20:33:57	ZE332516	processed	N2000962402	Automatic		Dentira
2024-05-07 20:30:25	ZE182663	processed	N2000962378	Manual	NULL	Dentira
2024-05-07 20:10:00	ZE332495	processed	N2000962306	Automatic		Dentira
2024-05-07 19:58:57	ZE332488	processed	N2000962270	Automatic		Dentira
2024-05-07 19:56:31	ZE332481	processed	N2000962261	Automatic		Dentira
2024-05-07 18:47:05	ZE332431	processed	N2000962111	Automatic		Dentira
2024-05-07 18:43:50	ZE332428	processed	N2000962105	Automatic		Dentira
2024-05-07 18:43:47	ZE109879	processed	N2000962102	Manual	NULL	Dentira
2024-05-07 18:10:42	ZE332399	processed	N2000962036	Automatic		Dentira
2024-05-07 17:59:49	ZE182457	processed	N2000962009	Manual	NULL	Dentira
2024-05-07 17:52:14	ZE182441	processed	N2000962000	Manual	NULL	Dentira
2024-05-07 17:49:48	ZE332378	processed	N2000961991	Automatic		Dentira
2024-05-07 17:45:20	ZE109892	processed	N2000961982	Manual	NULL	Dentira
2024-05-07 17:39:16	ZE182463	processed	N2000961976	Manual	NULL	Dentira
2024-05-07 17:34:04	ZE182027	processed	N2000961961	Manual	NULL	Dentira
2024-05-07 17:28:39	ZE332352	processed	N2000961952	Automatic		Dentira
2024-05-07 17:28:13	ZE182339	processed	N2000961943	Manual	NULL	Dentira
2024-05-07 17:15:09	ZE118904	processed	N2000961910	Manual	NULL	Dentira
2024-05-07 17:06:38	ZE332339	processed	N2000961892	Automatic		Dentira
2024-05-07 17:01:39	ZE332329	processed	N2000961877	Automatic		Dentira
2024-05-07 17:00:21	ZE332325	processed	N2000961871	Automatic		Dentira
2024-05-07 16:57:49	ZE332227	processed	N2000961868	Automatic		Dentira
2024-05-07 16:44:57	ZE331906	processed	N2000961835	Automatic		Dentira
2024-05-07 16:26:56	ZE332251	processed	N2000961799	Automatic		Dentira
2024-05-07 16:11:37	ZE105793	need_attention	NULL			Dentira
2024-05-07 15:57:27	ZE332284	processed	N2000961703	Automatic		Dentira
2024-05-07 15:54:30	ZE332278	processed	N2000961691	Automatic		Dentira
2024-05-07 15:53:36	ZE332277	processed	N2000961688	Automatic		Dentira
2024-05-07 15:50:43	ZE332271	processed	N2000961679	Automatic		Dentira
2024-05-07 15:40:42	ZE332259	processed	N2000961661	Automatic		Dentira
2024-05-07 15:33:36	ZE332249	processed	N2000961640	Automatic		Dentira
2024-05-07 15:28:28	ZE332241	processed	N2000961625	Automatic		Dentira
2024-05-07 15:13:49	ZE332229	processed	N2000961601	Automatic		Dentira
2024-05-07 14:54:46	ZE332205	processed	N2000961559	Automatic		Dentira
2024-05-07 14:35:45	ZE332195	processed	N2000961523	Automatic		Dentira
2024-05-07 14:20:09	ZE332173	processed	N2000961502	Automatic		Dentira
2024-05-07 14:07:41	ZE332164	processed	N2000961472	Automatic		Dentira
2024-05-07 14:02:52	ZE332163	processed	N2000961454	Automatic		Dentira
2024-05-07 13:46:33	ZE332149	processed	N2000961421	Automatic		Dentira
2024-05-07 13:37:27	ZE332145	processed	N2000961406	Automatic		Dentira
2024-05-07 13:33:53	ZE331672	processed	N2000961400	Automatic		Dentira
2024-05-07 13:16:17	ZE331982	processed	N2000961382	Automatic		Dentira
2024-05-07 13:15:32	ZE332015	processed	N2000961376	Automatic		Dentira
2024-05-07 13:14:52	ZE332028	processed	N2000961373	Automatic		Dentira
2024-05-07 13:05:26	ZE332119	processed	N2000961358	Automatic		Dentira
2024-05-07 13:01:11	ZE332111	processed	N2000961352	Automatic		Dentira
2024-05-07 12:37:05	ZE331803	processed	N2000961316	Automatic		Dentira
2024-05-07 11:51:20	ZE332048	processed	N2000961286	Automatic		Dentira
2024-05-06 22:33:52	ZE331995	processed	N2000961205	Automatic		Dentira
2024-05-06 22:26:22	ZE103519	rejected	NULL		Ana Munguia	Dentira
2024-05-06 22:12:54	ZE331989	processed	N2000961178	Automatic		Dentira
2024-05-06 22:05:53	ZE331960	processed	N2000961151	Automatic		Dentira
2024-05-06 22:04:06	ZE331958	processed	N2000961142	Automatic		Dentira
2024-05-06 22:00:19	ZE103697	rejected	NULL		Sonja Knight	Dentira
2024-05-06 21:17:58	ZE331832	processed	N2000961034	Manual	NULL	Dentira
2024-05-06 21:13:09	ZE109847	processed	N2000961031	Manual	Ana Munguia	Dentira
2024-05-06 21:07:19	ZE221088	processed	N2000961010	Manual	NULL	Dentira
2024-05-06 21:05:54	ZE220949	processed	N2000961007	Manual	NULL	Dentira
2024-05-06 20:59:44	ZE331902	processed	N2000960989	Automatic		Dentira
2024-05-06 20:51:32	ZE331891	processed	N2000960965	Automatic		Dentira
2024-05-06 20:30:44	ZE117240	processed	N2000960920	Manual	NULL	Dentira
2024-05-06 20:11:08	ZE331826	processed	N2000960863	Automatic		Dentira
2024-05-06 19:44:23	ZE331792	processed	N2000960794	Automatic		Dentira
2024-05-06 19:41:43	ZE331781	processed	N2000960791	Automatic		Dentira
2024-05-06 19:39:54	ZE331596	processed	N2000960779	Automatic		Dentira
2024-05-06 19:38:51	ZE331519	processed	N2000960773	Automatic		Dentira
2024-05-06 19:33:51	ZE331770	processed	N2000960758	Automatic		Dentira
2024-05-06 19:32:32	ZE331768	processed	N2000960746	Automatic		Dentira
2024-05-06 19:29:53	ZE331766	processed	N2000960740	Automatic		Dentira
2024-05-06 18:53:28	ZE331736	processed	N2000960671	Automatic		Dentira
2024-05-06 18:49:01	ZE331727	processed	N2000960665	Automatic		Dentira
2024-05-06 18:42:44	ZE331718	processed	N2000960638	Automatic		Dentira
2024-05-06 18:37:15	ZE331699	processed	N2000960620	Automatic		Dentira
2024-05-06 17:55:49	ZE180921	processed	N2000960521	Manual	NULL	Dentira
2024-05-06 17:55:33	ZE331669	processed	N2000960524	Automatic		Dentira
2024-05-06 17:52:12	ZE181983	processed	N2000960509	Manual	NULL	Dentira
2024-05-06 17:01:54	ZE101549	processed	N2000960428	Manual	NULL	Dentira
2024-05-06 16:19:18	ZE331614	processed	N2000960344	Automatic		Dentira
2024-05-06 15:59:24	ZE331501	processed	N2000960281	Automatic		Dentira
2024-05-06 15:59:00	ZE181694	processed	N2000960275	Manual	NULL	Dentira
2024-05-06 15:39:52	ZE181646	processed	N2000960242	Manual	NULL	Dentira
2024-05-06 15:19:59	ZE181410	processed	N2000960224	Manual	NULL	Dentira
2024-05-06 15:17:16	ZE181556	processed	N2000960218	Manual	NULL	Dentira
2024-05-06 15:15:17	ZE109049	processed	N2000960212	Manual	NULL	Dentira
2024-05-06 15:14:17	ZE331563	processed	N2000960206	Automatic		Dentira
2024-05-06 15:07:52	ZE180061	processed	N2000960200	Manual	NULL	Dentira
2024-05-06 15:04:50	ZE181731	processed	N2000960197	Manual	NULL	Dentira
2024-05-06 15:04:30	ZE331556	processed	N2000960194	Automatic		Dentira
2024-05-06 14:59:30	ZE181524	processed	N2000960179	Manual	NULL	Dentira
2024-05-06 14:54:13	ZE181508	processed	N2000960173	Manual	NULL	Dentira
2024-05-06 14:50:43	ZE181484	processed	N2000960164	Manual	NULL	Dentira
2024-05-06 14:46:33	ZE117198	processed	N2000960152	Manual	NULL	Dentira
2024-05-06 14:29:03	ZE181380	processed	N2000960095	Manual	NULL	Dentira
2024-05-06 14:10:29	ZE331373	processed	N2000960074	Automatic		Dentira
2024-05-06 14:10:02	ZE331511	processed	N2000960071	Automatic		Dentira
2024-05-06 13:16:00	ZE331350	processed	N2000960020	Automatic		Dentira
2024-05-06 13:05:57	ZE331333	processed	N2000960011	Automatic		Dentira
2024-05-06 12:34:23	ZE331440	processed	N2000959981	Automatic		Dentira
2024-05-06 11:49:22	ZE331396	processed	N2000959960	Automatic		Dentira
2024-05-04 23:53:19	ZE331386	processed	N2000959894	Automatic		Dentira
2024-05-03 22:34:16	ZE331359	processed	N2000959843	Automatic		Dentira
2024-05-03 22:29:55	ZE331357	processed	N2000959840	Automatic		Dentira
2024-05-03 22:03:42	ZE220630	processed	N2000959819	Manual	NULL	Dentira
2024-05-03 21:06:47	ZE331128	processed	N2000959768	Automatic		Dentira
2024-05-03 21:06:23	ZE331160	processed	N2000959765	Automatic		Dentira
2024-05-03 21:06:02	ZE331277	processed	N2000959762	Automatic		Dentira
2024-05-03 20:39:38	ZE331314	processed	N2000959735	Automatic		Dentira
2024-05-03 20:34:15	ZE220721	processed	N2000959726	Manual	NULL	Dentira
2024-05-03 20:31:09	ZE181277	processed	N2000959723	Manual	NULL	Dentira
2024-05-03 20:27:15	ZE331253	processed	N2000959720	Manual	NULL	Dentira
2024-05-03 20:25:37	ZE181248	processed	N2000959717	Manual	NULL	Dentira
2024-05-03 20:24:54	ZE331299	processed	N2000959714	Automatic		Dentira
2024-05-03 20:08:10	ZE331290	processed	N2000959684	Automatic		Dentira
2024-05-03 19:50:04	ZE331190	processed	N2000959654	Automatic		Dentira
2024-05-03 19:48:25	ZE330806	processed	N2000959651	Automatic		Dentira
2024-05-03 19:47:59	ZE330777	processed	N2000959648	Automatic		Dentira
2024-05-03 19:46:38	ZE331266	processed	N2000959642	Automatic		Dentira
2024-05-03 19:22:43	ZE179335	processed	N2000959603	Manual	NULL	Dentira
2024-05-03 19:19:57	ZE180345	processed	N2000959600	Manual	NULL	Dentira
2024-05-03 19:19:45	ZE103677	need_attention	NULL			Dentira
2024-05-03 19:10:41	ZE331247	processed	N2000959582	Automatic		Dentira
2024-05-03 19:00:55	ZE181271	processed	N2000959564	Manual	NULL	Dentira
2024-05-03 18:57:09	ZE218407	processed	N2000959555	Manual	NULL	Dentira
2024-05-03 18:22:41	ZE331202	processed	N2000959501	Automatic		Dentira
2024-05-03 18:10:21	ZE331174	processed	N2000959459	Automatic		Dentira
2024-05-03 17:47:24	ZE331154	processed	N2000959426	Automatic		Dentira
2024-05-03 17:23:38	ZE331119	processed	N2000959396	Automatic		Dentira
2024-05-03 17:11:17	ZE331109	processed	N2000959375	Automatic		Dentira
2024-05-03 17:03:38	ZE331090	processed	N2000959357	Automatic		Dentira
2024-05-03 16:39:31	ZE331070	processed	N2000959318	Automatic		Dentira
2024-05-03 16:33:35	ZE331061	processed	N2000959309	Automatic		Dentira
2024-05-03 16:17:09	ZE331041	processed	N2000959276	Automatic		Dentira
2024-05-03 16:10:07	ZE331035	processed	N2000959261	Automatic		Dentira
2024-05-03 15:50:50	ZE330974	processed	N2000959225	Automatic		Dentira
2024-05-03 15:50:34	ZE331026	processed	N2000959219	Automatic		Dentira
2024-05-03 15:44:56	ZE181072	processed	N2000959210	Manual	NULL	Dentira
2024-05-03 15:31:24	ZE330841	processed	N2000959192	Manual	NULL	Dentira
2024-05-03 15:27:07	ZE331005	processed	N2000959183	Automatic		Dentira
2024-05-03 15:25:37	ZE330909	processed	N2000959177	Automatic		Dentira
2024-05-03 15:25:28	ZE330914	processed	N2000959174	Automatic		Dentira
2024-05-03 15:24:28	ZE330988	processed	N2000959171	Automatic		Dentira
2024-05-03 15:23:41	ZE331003	processed	N2000959168	Automatic		Dentira
2024-05-03 15:22:42	ZE330822	processed	N2000959165	Automatic		Dentira
2024-05-03 14:49:55	ZE330982	processed	N2000959126	Automatic		Dentira
2024-05-03 14:26:30	ZE330724	processed	N2000959102	Automatic		Dentira
2024-05-03 14:12:18	ZE330954	processed	N2000959093	Automatic		Dentira
2024-05-03 13:48:21	ZE330937	processed	N2000959081	Automatic		Dentira
2024-05-03 13:44:51	ZE108678	processed	N2000959075	Manual	NULL	Dentira
2024-05-03 13:38:30	ZE220392	processed	N2000959069	Manual	NULL	Dentira
2024-05-03 13:19:41	ZE330799	processed	N2000959057	Automatic		Dentira
2024-05-02 23:43:02	ZE330834	processed	N2000958961	Automatic		Dentira
2024-05-02 23:37:19	ZE330829	processed	N2000958955	Automatic		Dentira
2024-05-02 22:02:09	ZE136255	processed	N2000958871	Manual	NULL	Dentira
2024-05-02 21:59:29	ZE180840	processed	N2000958862	Manual	NULL	Dentira
2024-05-02 21:41:41	ZE330762	processed	N2000958829	Automatic		Dentira
2024-05-02 21:30:52	ZE330757	processed	N2000958817	Automatic		Dentira
2024-05-02 20:47:46	ZE136215	processed	N2000958727	Manual	NULL	Dentira
2024-05-02 20:45:45	ZE136092	processed	N2000958721	Manual	NULL	Dentira
2024-05-02 20:42:07	ZE109026	processed	N2000958715	Manual	NULL	Dentira
2024-05-02 20:38:36	ZE330727	processed	N2000958712	Automatic		Dentira
2024-05-02 20:29:37	ZE330504	processed	N2000958691	Automatic		Dentira
2024-05-02 20:29:09	ZE330422	processed	N2000958688	Automatic		Dentira
